Date,Close,High,Low,Open,Volume
11/25/2002,0.792856991,0.796428978,0.753570974,0.792856991,4771200
11/26/2002,0.749285996,0.785713971,0.748570979,0.771429002,1771000
11/27/2002,0.751429021,0.76571399,0.743570983,0.761429012,1069600
11/29/2002,0.774999976,0.795000017,0.742856979,0.75,932400
12/2/2002,0.761429012,0.796428978,0.72428602,0.742856979,2009000
12/3/2002,0.770713985,0.789286017,0.739286005,0.75,1164800
12/4/2002,0.709999979,0.75,0.696429014,0.742856979,2468200
12/5/2002,0.785713971,0.864286005,0.769999981,0.858570993,12632200
12/6/2002,0.782142997,0.797856987,0.737856984,0.785000026,3883600
12/9/2002,0.799286008,0.800000012,0.763571024,0.795714021,4068400
12/10/2002,0.871429026,0.872856975,0.799286008,0.800000012,3236800
12/11/2002,0.897143006,0.928570986,0.840713978,0.854286015,4895800
12/12/2002,0.90071398,0.914286017,0.885713995,0.905713975,2534000
12/13/2002,0.892857015,0.914286017,0.860714018,0.899999976,1395800
12/16/2002,0.913571,0.927856982,0.867856979,0.898571014,2098600
12/17/2002,0.906428993,0.927142978,0.892857015,0.914286017,1680000
12/18/2002,0.785000026,0.898571014,0.763571024,0.896429002,13378400
12/19/2002,0.771429002,0.799286008,0.758571029,0.770713985,3781400
12/20/2002,0.764285982,0.771429002,0.728570998,0.764285982,4384800
12/23/2002,0.732142985,0.760713995,0.727856994,0.739286005,3311000
12/24/2002,0.707143009,0.732142985,0.699285984,0.728570998,4895800
12/26/2002,0.696429014,0.714286029,0.684285998,0.702143013,2122400
12/27/2002,0.690714002,0.708571017,0.685714006,0.692857027,4592000
12/30/2002,0.713571012,0.714286029,0.685714006,0.703571022,5198200
12/31/2002,0.786428988,0.800000012,0.692857027,0.712857008,11369400
1/2/2003,0.817857027,0.899999976,0.810714006,0.84642899,8397200
1/3/2003,0.77285701,0.850000024,0.771429002,0.850000024,3248000
1/6/2003,0.792856991,0.800000012,0.762143016,0.785713971,3003000
1/7/2003,0.783571005,0.795714021,0.771429002,0.771429002,1937600
1/8/2003,0.814999998,0.857142985,0.762143016,0.771429002,5356400
1/9/2003,0.838571012,0.845713973,0.809285998,0.824999988,5322800
1/10/2003,0.886429012,0.907142997,0.828571022,0.834999979,5434800
1/13/2003,0.867142975,0.883571029,0.855000019,0.857856989,4408600
1/14/2003,0.860000014,0.882143021,0.836429,0.871429026,2549400
1/15/2003,0.871429026,0.882143021,0.847856998,0.84928602,9430400
1/16/2003,0.857142985,0.956429005,0.857142985,0.907142997,18653600
1/17/2003,0.817143023,0.850000024,0.789286017,0.842857003,5364800
1/21/2003,0.814285994,0.850000024,0.792856991,0.826429009,6081600
1/22/2003,0.828571022,0.853570998,0.805714011,0.812856972,4173400
1/23/2003,0.870000005,0.905713975,0.835713983,0.850714028,7219800
1/24/2003,0.880713999,0.884285986,0.84642899,0.875,6353200
1/27/2003,0.877143025,0.877143025,0.836429,0.864286005,3439800
1/28/2003,0.896429002,0.917856991,0.850714028,0.85928601,4946200
1/29/2003,0.881429017,0.899999976,0.845000029,0.899999976,2956800
1/30/2003,0.902143002,0.911428988,0.882143021,0.892857015,3700200
1/31/2003,0.942857027,0.946429014,0.889999986,0.905713975,4019400
2/3/2003,0.914286017,0.941429019,0.892857015,0.938570976,2836400
2/4/2003,0.878570974,0.910713971,0.860714018,0.899999976,2039800
2/5/2003,0.852856994,0.885713995,0.844286025,0.875714004,3484600
2/6/2003,0.832143009,0.857142985,0.824285984,0.854286015,3735200
2/7/2003,0.870000005,0.875,0.834999979,0.842857003,5016200
2/10/2003,0.89071399,0.912142992,0.867856979,0.873570979,7305200
2/11/2003,0.927142978,0.935714006,0.90071398,0.921428978,4790800
2/12/2003,0.948571026,0.957143009,0.928570986,0.954999983,5615400
2/13/2003,0.944285989,0.950713992,0.944285989,0.950713992,6092800
2/14/2003,1.017143011,1.019999981,0.947143018,0.952143013,8435000
2/18/2003,1.047142982,1.056429029,1.00285697,1.022143006,6267800
2/19/2003,1.081429005,1.08928597,1.048570991,1.058570981,5118400
2/20/2003,1.098570943,1.125,1.074285984,1.106428981,6339200
2/21/2003,1.064285994,1.100000024,1.032856941,1.100000024,6255200
2/24/2003,1.00285697,1.042142987,1.000713944,1.024286032,12339600
2/25/2003,1.046429038,1.060714006,0.964999974,0.986428976,4629800
2/26/2003,1.039286017,1.059999943,1.006428957,1.054286003,3878000
2/27/2003,1.178570986,1.178570986,1.054999948,1.058570981,23119600
2/28/2003,1.222143054,1.228571057,1.164286017,1.187857032,11879000
3/3/2003,1.139999986,1.220000029,1.125,1.207857013,15797600
3/4/2003,1.167857051,1.172142982,1.110000014,1.142143011,5565000
3/5/2003,1.15357101,1.168570995,1.125713944,1.168570995,3498600
3/6/2003,1.164286017,1.177857041,1.142856956,1.164999962,3455200
3/7/2003,1.149286032,1.185714006,1.125,1.141428947,4853800
3/10/2003,1.123571038,1.164286017,1.12214303,1.141428947,3424400
3/11/2003,1.107143044,1.125,1.071429014,1.123571038,5531400
3/12/2003,1.075713992,1.107856989,1.064285994,1.103571057,5751200
3/13/2003,1.16071403,1.183570981,1.08928597,1.097143054,7560000
3/14/2003,1.182142973,1.210713983,1.170714021,1.185714006,6129200
3/17/2003,1.28571403,1.292142987,1.118571043,1.184285998,16616600
3/18/2003,1.33928597,1.370000005,1.290714025,1.321429014,21091000
3/19/2003,1.374286056,1.398571014,1.335713983,1.363571048,16062200
3/20/2003,1.345000029,1.406429052,1.329285979,1.389286041,14603400
3/21/2003,1.325000048,1.40071404,1.307857037,1.36500001,8150800
3/24/2003,1.28571403,1.328570962,1.267856956,1.304999948,8996400
3/25/2003,1.375,1.392143011,1.282142997,1.28571403,12602800
3/26/2003,1.47142899,1.481428981,1.375,1.385714054,18580800
3/27/2003,1.552142978,1.565000057,1.442857027,1.46428597,30632000
3/28/2003,1.504286051,1.595000029,1.479285955,1.553570986,26143600
3/31/2003,1.453570962,1.507143021,1.436429024,1.442142963,8283800
4/1/2003,1.354285955,1.470000029,1.325713992,1.46428597,17019800
4/2/2003,1.417142987,1.472143054,1.397143006,1.428570986,22761200
4/3/2003,1.428570986,1.446429014,1.397143006,1.442857027,8033200
4/4/2003,1.396428943,1.459285975,1.388571024,1.440000057,5884200
4/7/2003,1.424999952,1.517856956,1.411429048,1.442857027,10315200
4/8/2003,1.441429019,1.47142899,1.364285946,1.420714021,6265000
4/9/2003,1.457142949,1.485713959,1.428570986,1.482143044,5864600
4/10/2003,1.501428962,1.511428952,1.436429024,1.463570952,5419400
4/11/2003,1.483571053,1.549999952,1.475000024,1.5,4790800
4/14/2003,1.442857027,1.478571057,1.435714006,1.450713992,5355000
4/15/2003,1.439285994,1.450000048,1.408571005,1.435714006,6311200
4/16/2003,1.469285965,1.472856998,1.435714006,1.448570967,4533200
4/17/2003,1.568570971,1.571429014,1.469285965,1.475000024,13462400
4/21/2003,1.759286046,1.763571024,1.614285946,1.692857027,48573000
4/22/2003,1.640714049,1.748571038,1.602856994,1.748571038,30570400
4/23/2003,1.480000019,1.649286032,1.432142973,1.647143006,36787800
4/24/2003,1.572857022,1.62785697,1.450000048,1.467143059,35765800
4/25/2003,1.510714054,1.585713983,1.492143035,1.570713997,14922600
4/28/2003,1.582857013,1.58928597,1.5,1.5,22727600
4/29/2003,1.628571033,1.642856956,1.579285979,1.579285979,20129200
4/30/2003,1.628571033,1.662857056,1.553570986,1.63499999,11071200
5/1/2003,1.607143044,1.631428957,1.59642899,1.619285941,14984200
5/2/2003,1.616428971,1.642856956,1.600000024,1.603571057,12334000
5/5/2003,1.669286013,1.742143035,1.601428986,1.601428986,14449400
5/6/2003,1.658571005,1.727856994,1.635714054,1.669286013,14964600
5/7/2003,1.687857032,1.700000048,1.632143021,1.658571005,13473600
5/8/2003,1.634286046,1.672142982,1.626428962,1.664999962,10046400
5/9/2003,1.615713954,1.649999976,1.592857003,1.635714054,5926200
5/12/2003,1.680714011,1.710713983,1.621428967,1.63499999,11788000
5/13/2003,1.796429038,1.803570986,1.682142973,1.692857027,18207000
5/14/2003,1.748571038,1.852143049,1.73714304,1.848570943,19117000
5/15/2003,1.74714303,1.784286022,1.725000024,1.755714059,10684800
5/16/2003,1.699285984,1.757143021,1.642856956,1.751428962,12966800
5/19/2003,1.485000014,1.672857046,1.466428995,1.664286017,30472400
5/20/2003,1.553570986,1.567857027,1.467857003,1.524999976,20209000
5/21/2003,1.513571024,1.556429029,1.482856989,1.554286003,9451400
5/22/2003,1.613571048,1.631428957,1.507143021,1.51285696,14278600
5/23/2003,1.580000043,1.657142997,1.578570962,1.633571029,8171800
5/27/2003,1.620713949,1.639286041,1.571429014,1.575000048,13883800
5/28/2003,1.614285946,1.674999952,1.553570986,1.629286051,10127600
5/29/2003,1.628571033,1.643571019,1.579285979,1.610000014,7277200
5/30/2003,1.607143044,1.639286041,1.582142949,1.630714059,10476200
6/2/2003,1.664286017,1.732143044,1.607856989,1.607856989,17547600
6/3/2003,1.704285979,1.718570948,1.646428943,1.663571,8548400
6/4/2003,1.742856979,1.799999952,1.715000033,1.722143054,12420800
6/5/2003,1.815000057,1.817142963,1.687857032,1.749286056,13104000
6/6/2003,1.686429024,1.882143021,1.664286017,1.838570952,19174400
6/9/2003,1.642856956,1.692142963,1.607143044,1.687142968,12731600
6/10/2003,1.621428967,1.684285998,1.48714304,1.572857022,62433000
6/11/2003,1.603571057,1.632143021,1.564285994,1.580000043,17973200
6/12/2003,1.565714002,1.606428981,1.515714049,1.585000038,18457600
6/13/2003,1.371428967,1.524999976,1.289286017,1.514999986,66024000
6/16/2003,1.553570986,1.554999948,1.385714054,1.388571024,32225200
6/17/2003,1.514999986,1.592857003,1.508571029,1.559999943,17542000
6/18/2003,1.532856941,1.562142968,1.508571029,1.526429057,11001200
6/19/2003,1.569285989,1.582142949,1.52857101,1.52857101,15425200
6/20/2003,1.549999952,1.610713959,1.514999986,1.583570957,13018600
6/23/2003,1.53571403,1.560714006,1.516428947,1.539999962,8699600
6/24/2003,1.632143021,1.712857008,1.52857101,1.52857101,33681200
6/25/2003,1.651429057,1.72428596,1.610713959,1.678570986,18978400
6/26/2003,1.777143002,1.800714016,1.651429057,1.658571005,32257400
6/27/2003,1.77857101,1.84928596,1.765714049,1.784999967,18111800
6/30/2003,1.825000048,1.874286056,1.779286027,1.792142987,26012000
7/1/2003,1.767856956,1.828570962,1.732856989,1.828570962,12356400
7/2/2003,1.940000057,1.96428597,1.833570957,1.854285955,39071200
7/3/2003,1.982143044,1.992856979,1.914286017,1.921429038,8202600
7/7/2003,1.914286017,2.042856932,1.878571033,1.96428597,19467000
7/8/2003,1.959285975,1.97142899,1.91071403,1.928570986,10750600
7/9/2003,1.968570948,2.00285697,1.921429038,1.957142949,9632000
7/10/2003,1.922142982,1.995713949,1.907142997,1.955000043,8754200
7/11/2003,1.892143011,1.946429014,1.858571053,1.90071404,7936600
7/14/2003,2.00999999,2.039285898,1.892143011,1.902856946,11862200
7/15/2003,1.884286046,2.001429081,1.868571043,1.904999971,17588200
7/16/2003,1.820000052,1.928570986,1.75,1.90357101,13533800
7/17/2003,1.805714011,1.820000052,1.754999995,1.802857041,17141600
7/18/2003,1.725000024,1.824285984,1.610713959,1.822142959,36236200
7/21/2003,1.680714011,1.725713968,1.640714049,1.725713968,10924200
7/22/2003,1.764286041,1.784999967,1.677142978,1.680714011,11524800
7/23/2003,1.904999971,1.909286022,1.774999976,1.77571404,21898800
7/24/2003,1.885714054,1.953570962,1.871428967,1.921429038,10841600
7/25/2003,1.929999948,1.935714006,1.863571048,1.863571048,5534200
7/28/2003,1.901429057,1.962142944,1.893571019,1.896428943,7495600
7/29/2003,1.906429052,1.928570986,1.875,1.91071403,5357800
7/30/2003,1.853571057,1.912142992,1.84642899,1.91071403,5286400
7/31/2003,1.871428967,1.878571033,1.771428943,1.875,8534400
8/1/2003,1.782142997,1.857143044,1.782142997,1.851428986,6339200
8/4/2003,1.782142997,1.797142982,1.735713959,1.782142997,3676400
8/5/2003,1.736428976,1.817857027,1.732856989,1.792857051,3084200
8/6/2003,1.668570995,1.75,1.633571029,1.742856979,8113000
8/7/2003,1.649286032,1.667857051,1.614285946,1.65071404,7893200
8/8/2003,1.677857041,1.696429014,1.648571014,1.649999976,3339000
8/11/2003,1.772856951,1.780714035,1.667142987,1.667857051,6280400
8/12/2003,1.776429057,1.78571403,1.72428596,1.780714035,3010000
8/13/2003,1.730000019,1.802857041,1.720000029,1.777143002,4537400
8/14/2003,1.781429052,1.820000052,1.730713964,1.73714304,11293800
8/15/2003,1.784999967,1.802857041,1.754999995,1.792857051,5117000
8/18/2003,1.774999976,1.794999957,1.742143035,1.792857051,6335000
8/19/2003,1.845713973,1.855713964,1.75999999,1.792142987,8705200
8/20/2003,1.980000019,2.061429024,1.836429,1.836429,29337000
8/21/2003,2.059999943,2.122857094,2.016428947,2.017857075,19553800
8/22/2003,2.057142973,2.097856998,2.035713911,2.069286108,8395800
8/25/2003,2.005000114,2.047142982,1.946429014,2.036428928,6892200
8/26/2003,2.12785697,2.15357089,1.957142949,1.992856979,13178200
8/27/2003,2.312143087,2.364285946,2.137142897,2.142857075,33322800
8/28/2003,2.25999999,2.357142925,2.189285994,2.355714083,13720000
8/29/2003,2.38071394,2.412857056,2.232142925,2.249285936,11130000
9/2/2003,2.40357089,2.477857113,2.314285994,2.373570919,27102600
9/3/2003,2.378571033,2.531429052,2.354285955,2.465713978,23833600
9/4/2003,2.392143011,2.414285898,2.342856884,2.371428967,8240400
9/5/2003,2.467856884,2.521429062,2.378571033,2.378571033,20844600
9/8/2003,2.480000019,2.535713911,2.428570986,2.444286108,16699200
9/9/2003,2.536428928,2.60928607,2.473571062,2.475713968,10875200
9/10/2003,2.422142982,2.590713978,2.400000095,2.521429062,10642800
9/11/2003,2.347856998,2.446429014,2.290714025,2.428570986,17785600
9/12/2003,2.469285965,2.482856989,2.321429014,2.339286089,16142000
9/15/2003,2.536428928,2.581429005,2.460714102,2.482142925,17876600
9/16/2003,2.564285994,2.67357111,2.546428919,2.646429062,21684600
9/17/2003,2.553570986,2.64071393,2.530714035,2.585714102,11204200
9/18/2003,2.609999895,2.630000114,2.542856932,2.585714102,12215000
9/19/2003,2.642857075,2.685714006,2.556428909,2.607142925,9605400
9/22/2003,2.770714045,2.874285936,2.595000029,2.604285955,22540000
9/23/2003,2.795000076,2.821429014,2.726428986,2.796428919,10446800
9/24/2003,2.714286089,2.809286118,2.706429005,2.805713892,7385000
9/25/2003,2.486428976,2.746428967,2.410000086,2.706429005,20911800
9/26/2003,2.392143011,2.552143097,2.38071394,2.435714006,12187000
9/29/2003,2.391428947,2.417856932,2.172857046,2.322143078,40265400
9/30/2003,2.397142887,2.579286098,2.360713959,2.413570881,20711600
10/1/2003,2.464999914,2.535000086,2.385714054,2.385714054,13876800
10/2/2003,2.926429033,2.97142911,2.571429014,2.688570976,73129000
10/3/2003,2.867856979,2.958570957,2.824285984,2.939285994,36274000
10/6/2003,2.954286098,3.045000076,2.810714006,2.858571053,18425400
10/7/2003,3.146429062,3.192857027,2.925714016,2.957856894,21939400
10/8/2003,3.071429014,3.206429005,3.003571033,3.198570967,22066800
10/9/2003,3.07642889,3.228570938,3.055000067,3.074285984,18671800
10/10/2003,3.189285994,3.204286098,3.092856884,3.107142925,10221400
10/13/2003,3.345000029,3.34642911,3.164285898,3.171428919,21089600
10/14/2003,3.372857094,3.460714102,3.275000095,3.368571043,24176600
10/15/2003,3.192857027,3.428570986,3.174285889,3.38499999,16424800
10/16/2003,3.703571081,3.825714111,3.23714304,3.248570919,125825000
10/17/2003,3.723571062,3.791429043,3.535713911,3.674999952,38456600
10/20/2003,3.910000086,4.017857075,3.604285955,3.63357091,60559800
10/21/2003,3.892857075,4,3.824285984,3.946429014,35361200
10/22/2003,3.746428967,3.882143021,3.724999905,3.792856932,22733200
10/23/2003,3.723571062,3.815713882,3.578571081,3.657856941,23143400
10/24/2003,3.713571072,3.817857027,3.621428967,3.75,21513800
10/27/2003,3.839286089,3.844285965,3.681428909,3.688570976,15517600
10/28/2003,4.034286022,4.034286022,3.871428967,3.90357089,21884800
10/29/2003,4.218571186,4.235713959,4.064286232,4.107142925,27333600
10/30/2003,4.164999962,4.357142925,4.128571033,4.309999943,26913600
10/31/2003,4.092856884,4.210713863,4.03714323,4.202857018,16017400
11/3/2003,4.175000191,4.214285851,4.085713863,4.099286079,14712600
11/4/2003,4.257143021,4.324999809,4.131429195,4.146429062,15635200
11/5/2003,4.19428587,4.284999847,4.139286041,4.232142925,17277400
11/6/2003,3.63071394,4.04857111,3.573570967,3.942857027,109594800
11/7/2003,3.348571062,3.775000095,3.301429033,3.654285908,103054000
11/10/2003,3.328571081,3.426429033,3.282143116,3.347856998,48512800
11/11/2003,3.35928607,3.424999952,3.282143116,3.350713968,26290600
11/12/2003,3.588571072,3.6064291,3.325714111,3.357142925,34353200
11/13/2003,3.464286089,3.628571033,3.442857027,3.62785697,23836400
11/14/2003,3.340713978,3.532856941,3.325000048,3.456429005,18921000
11/17/2003,3.190000057,3.313570976,3.155714035,3.310714006,31721200
11/18/2003,3.32642889,3.400000095,3.194999933,3.228570938,39229400
11/19/2003,3.317142963,3.422857046,3.257143021,3.328571081,23123800
11/20/2003,3.254286051,3.364285946,3.157143116,3.179286003,29468600
11/21/2003,3.260714054,3.357142925,3.230000019,3.317857027,22040200
11/24/2003,3.342856884,3.357142925,3.243571043,3.243571043,13987400
11/25/2003,3.429286003,3.492856979,3.354285955,3.367856979,16927400
11/26/2003,3.450714111,3.525000095,3.404999971,3.447143078,14039200
11/28/2003,3.5,3.507857084,3.428570986,3.452142954,5108600
12/1/2003,3.621428967,3.642857075,3.513571024,3.529999971,18172000
12/2/2003,3.635714054,3.70142889,3.571429014,3.603570938,15824200
12/3/2003,3.555000067,3.732856989,3.539285898,3.674999952,18349800
12/4/2003,3.431428909,3.617856979,3.332856894,3.570713997,28826000
12/5/2003,3.39071393,3.462857008,3.335000038,3.40357089,12567800
12/8/2003,3.37214303,3.462142944,3.256428957,3.375,20157200
12/9/2003,3.245713949,3.417856932,3.236428976,3.399286032,14681800
12/10/2003,3.217856884,3.378571033,3.171428919,3.2314291,25684400
12/11/2003,3.388571024,3.390000105,3.214286089,3.216428995,18060000
12/12/2003,3.343570948,3.422857046,3.302143097,3.420713902,11704000
12/15/2003,3.23714304,3.482142925,3.211429119,3.457143068,14289800
12/16/2003,3.200000048,3.242142916,3.120713949,3.212142944,19339600
12/17/2003,3.6064291,3.619999886,3.075000048,3.179286003,64415400
12/18/2003,3.654999971,3.700000048,3.553570986,3.591428995,44256800
12/19/2003,3.647856951,3.699285984,3.59642911,3.656429052,18169200
12/22/2003,3.712142944,3.732142925,3.610713959,3.628571033,18925200
12/23/2003,3.919286013,3.960000038,3.635714054,3.713571072,29043000
